supplier_id,name,phone,location,status,category
2690fc5d-a49e-444b-8ce1-99150c5f7746,House PLC,(737)427-7749,West Samuelport,InActive,feel
614e779f-ee4f-4e31-8ca5-3b9dc7994533,Harris and Sons,962-964-0642x090,Williamsland,Active,away
a2125538-4a99-4419-b873-6332c81ef768,Jenkins-Wilcox,279.334.8377,Jeromestad,Blacklisted,green
c7f44407-2172-4aea-a2f3-eb06a74fdee3,"Perry, Tran and Snyder",553.645.3617,North Jared,Active,present
ed32e0b9-fcdf-41fc-801b-45c21aa89ef1,"Valentine, Smith and Williams",(868)994-0529x18321,Michaelhaven,Blacklisted,letter
605b4ad4-1555-41d4-858c-f1160c18eb65,Allen-Hicks,840.744.6868,East Scott,InActive,near
8ccd8dff-474e-410e-adfe-dd82b207921a,Wilson-Terry,595-555-7184x146,South Theresa,Active,strategy
936d5344-9d1f-4b5f-867d-da8f107d8d8d,"Douglas, Lewis and Brown",901.576.4620,Randolphmouth,Blacklisted,at
411e9111-fc09-4727-a99b-e4ee59354f95,"Jensen, Travis and Bennett",890-980-9143x652,New Antoniomouth,Active,staff
61fac0a4-9c9b-467f-896d-a18bb51f8a2f,Hernandez LLC,2275190219,Kingmouth,Active,get
90101e30-50e1-4075-95b7-209bf11e9896,"Harper, Booker and Barrett",927.959.1477,Rebeccaton,InActive,listen
6d470df5-15db-48a5-acef-c490002f0341,Wright Group,(420)639-2699x06749,Jamestown,InActive,above
6c34cfe3-d776-42fe-aace-c295322e6dfe,Brady-Dean,(987)951-7781,New Cindy,Blacklisted,modern
a2d7e953-f9c2-4407-9fd9-1b86a2d33d0f,"Williams, Ruiz and Carter",330.274.2704,Brownmouth,Active,war
b5eca810-85d2-45a9-bccd-e12684fa4b07,"Stevenson, Phelps and Castaneda",+1-889-645-2588x821,Kentville,Active,everyone
416e171e-f47e-4758-a512-c0bb8c964357,Sharp-French,844.655.1065,East Karenton,Blacklisted,wonder
55992672-84ce-4f18-89f7-90460de86d19,Byrd Ltd,001-900-280-6494x6640,Steeleview,InActive,full
3431e010-8aaa-48ff-ba48-453d6afe3289,Anthony and Sons,+1-662-472-2005x74337,Port Jessicaburgh,Blacklisted,ok
f318c365-f841-4999-9ffd-5b5a2d8fd08e,"Cox, Mason and Ross",+1-353-727-7828,East Rebeccamouth,Blacklisted,central
7d798a0e-143c-4078-a8ce-8c78d9c746e8,Herman-Garcia,(949)781-9576x30566,East Darinside,Active,program
3a3c3667-8956-4742-8b3c-64960fa159f1,Armstrong Group,6114829821,Ericside,Blacklisted,second
c39d3623-c7f5-4898-9fde-2c64b5084db4,Hicks-Gonzalez,001-950-281-4071x137,Annbury,Blacklisted,figure
ec8502aa-c7ea-432f-a56b-1fa2ee4fad61,"Daniels, Roth and Kelly",+1-686-453-1264,North Roy,Active,practice
0d4f7d6c-3ac5-4242-b6c7-2234aa69df46,Mcconnell-Edwards,576-782-8489,Lake Michael,Active,ready
a1d45c71-15f9-48b3-b263-6c7ba48246dd,Hammond Inc,620.662.8996,Laurashire,Active,face
194c225c-513b-4f12-976f-678954aa7204,Yates-Rich,8329671818,Sarahstad,Blacklisted,mouth
7b539636-fcdb-4749-9e31-f9e38c83cec8,"Brown, Myers and Huber",890-527-8782,Lisaside,Blacklisted,back
af8ab402-584f-45cc-8f1f-66cda4555d0d,"Johnson, Lucas and Ford",628-223-4650,East Cynthiafurt,Blacklisted,trip
d5db7219-e804-4d5d-85ca-f29f5bedd266,Romero Inc,(681)742-8224x12593,Brianport,Active,evening
6fb9f547-1d5c-4f71-8cc7-c29592f6abcb,Hernandez LLC,7069465686,Sarahside,InActive,great
3b0cf081-f9eb-4a6d-b091-2a9c23315c9e,West-Chavez,2139644462,Devinland,InActive,page
c075e947-2b5b-49c4-8807-755dccb896c0,Leblanc and Sons,408.882.7982,Millerchester,InActive,body
3bfb158b-ca43-4f50-b622-5d234864f549,"Phillips, Taylor and Estrada",+1-568-498-9707,East Joshua,InActive,return
cadf648f-5889-40ff-a572-7046062e4cb1,Rose-Pearson,233-230-8633x683,Stewarttown,InActive,learn
f6fd6f3f-7c17-4f43-803f-92088ee107e1,"Singleton, Walters and Miller",(464)322-4958,Heathershire,InActive,report
2946a467-08d2-4a95-8354-2478fd4709e7,Reed-Lee,001-724-717-2570x8981,Laceyfurt,Active,my
45b843cb-63d9-4c01-90fa-2e8c33c05828,Scott-Marks,226.620.0133,South Jacob,Blacklisted,born
d54e69df-9e7c-4f23-b9a5-8a3a3c942293,Adkins and Sons,(743)862-2741,New Connie,Active,join
4ab2e47c-659b-4b72-b013-e9f1e97fa8ae,Ritter-Davis,(821)446-0553,Bonnietown,Active,use
3d93c765-7686-48b6-9baf-09ca39e84488,Walker-Bartlett,2548539409,Port Jessestad,InActive,central
f83e2459-1b55-46d8-95e6-4f52542a686d,"Kramer, Kelly and Hernandez",(736)946-9754x2025,North Loriburgh,InActive,camera
5aaad9a8-8d69-419e-be7d-c8a5bcc8d4a1,"Rodriguez, Martin and Griffin",930-652-4003x49687,North Steven,Active,entire
776c0499-cb10-40c2-a5e0-763a3377ae28,Williams and Sons,+1-813-584-1388x1796,South Nathanside,InActive,everybody
fabfe8e7-ba39-4a2c-a6d4-986e6b16b319,Austin-Joseph,919-374-9123x7873,New Christinestad,Active,now
b3bca746-565e-466b-8f6e-a8af61f3047a,Hansen-Willis,225-531-5751x3785,Greenport,Blacklisted,fire
0aeca7c3-6362-4785-b746-10ecc30334ff,Wilson PLC,344.710.3957,Reedport,Blacklisted,project
4113b488-58c1-4510-9cae-d2001a5e4299,Miller Group,236.540.7460x940,South Jonathan,InActive,or
b27c0b07-b446-4ce8-8067-5382f226342a,"Kelly, Smith and Erickson",331.204.0518,Johnsonfurt,Active,economic
52c2191c-e401-4fbb-96e9-432f35496e04,"Burke, Munoz and Henderson",642-836-8757,Johnsonland,Active,where
ba052897-dafd-4a56-b5b2-afd7ce922dc2,Aguilar Ltd,001-921-423-6559x826,Rodriguezside,Active,scientist
d76b8c79-24f9-4469-9aaf-ce8eec397a35,"Perez, Johnson and Mcdonald",557.549.0608,Port Rose,InActive,clearly
682cf99f-22b0-4a7c-964b-d43a4dd04c61,Fuller and Sons,215.507.6572x9370,Schmidtborough,Active,almost
9e55fc53-6b21-4251-8e9a-77bfc5579e81,Nelson and Sons,001-237-641-7203x202,Lake Garrett,Active,group
06a62229-aa5e-49df-92da-359e855ecb09,Jackson Group,494-585-5179x66060,Mosleyside,Blacklisted,school
ef459b0a-81cb-47a9-9d7c-1819f01fec48,Taylor-Roberts,(988)543-1367x3019,Josephshire,Blacklisted,pretty
12c9a567-f599-4858-ba2b-f69309ef6176,"Ramirez, Robinson and Peterson",329.989.3148x1329,North Melissafort,Active,another
1d522263-6f6d-4c52-b7da-a72c5a8730b0,"Hall, Freeman and Lynch",863.279.1688,Lake Jenniferstad,Active,once
2117f2bd-fc95-431f-bfd8-4add972eb92a,Thomas-Santana,+1-268-502-0803x369,Benjaminburgh,InActive,country
e274c3a3-4edc-4934-989e-8e731339a134,Vincent-Norman,308.749.9122x2453,West Jamieside,Blacklisted,politics
884bf032-eb38-4b2e-844c-5194f0e8c746,Castillo-Cisneros,001-955-639-0200x6493,Port Sarahport,InActive,support
a62d25e6-3f07-4177-a2cb-485c4d0af0e7,Watson-Olson,+1-935-467-0112x226,Nicolemouth,InActive,heart
2e1c70ee-825f-4283-9664-2fc0396ba02b,Torres-Herman,(592)476-1742x4712,North Ryan,Active,determine
1eac2256-06fb-441d-8eb6-b3eca3c6cd84,Price-Gutierrez,+1-233-621-8277x9436,Deniseburgh,InActive,business
ce952b01-235b-4ea3-a9b6-d0ba83e4928d,Medina-Thompson,708.633.2535x298,Heidibury,InActive,range
07a48276-0e2b-44e2-a556-5eaa93ff6977,Juarez PLC,216-983-7307,Robertaport,InActive,such
e87932fd-513e-4a90-8520-a77af20ee825,Ford-Davis,+1-352-375-3699x6130,Griffinmouth,Active,TV
f3d2b4c2-a1d5-4ce8-9756-10cf448b50f7,Ayala PLC,(421)700-1324,Landrybury,Active,new
a8b75e70-6d4b-4206-90c0-8e800f3f0a4a,Lawrence and Sons,875-590-5620,Sweeneychester,Blacklisted,break
72821376-4a0d-45dc-8fd7-ffe75cf674f0,Carter-Gonzales,671.895.0276,Smithchester,Active,store
310a7d1e-6c3b-4a42-88f0-cf2ed33c8842,Hudson Inc,(410)339-2283x68317,Edwardburgh,InActive,program
31fb13a5-3e98-448b-a6ae-d2dcb35dca6e,Harmon Group,951-275-7162x8225,Mooreberg,Active,under
ba2e692f-d958-4ab3-acee-55e1b4ec4880,Cox-Roy,322.996.5929,Weeksbury,InActive,hour
f3806fc3-7bde-4927-80b5-4ce46e4c2b4e,"Ibarra, Johnson and Moore",+1-580-223-7154x9533,West Alexis,InActive,government
5466c1fb-dd41-4187-a2cd-507bbc603404,Willis and Sons,+1-523-364-8339x7218,Paulport,Blacklisted,party
0f7517c4-669f-4ccc-9dc1-84a8846c949b,"Vance, Garcia and Coleman",001-236-380-5691x65603,Port Justin,InActive,staff
98046135-c594-460e-ada2-a184777e54ed,York-Fischer,(836)910-3713,West John,Blacklisted,those
bb1c5860-d038-4b2c-b2b3-d93fa460b1cd,Cole-Harvey,6408318798,Lake Brittneyshire,Blacklisted,actually
6252ec97-c226-4c94-8b70-7ce164271958,Todd and Sons,(213)490-4398x8620,Ortizton,Blacklisted,Congress
f3dc974a-b153-41d8-aa8e-f0779c3a04d4,Cisneros LLC,+1-385-442-3123x150,Port Johnathan,InActive,will
2c182eee-ea31-4111-8a31-3e713e90aadf,Williams-Martinez,559-233-9556,Christinehaven,Blacklisted,world
8f199bdb-5a0c-4a4c-a898-c9f9e6180ff7,"Wright, Ward and Thomas",(260)986-4417x443,Muellerstad,InActive,standard
2d30b158-98a2-4a3f-ac9a-7a5e76ad4a3e,Hamilton-Morales,001-306-860-9565x3893,East Ronald,Active,current
03bb45ed-ef17-4f93-980d-2e6556c3d599,"Young, Thompson and Larsen",426-940-9413x157,Hudsonmouth,InActive,value
cbc98e3d-51fa-4f81-acea-c960dd90c1c6,Howard-Johnson,001-633-791-6094x1103,Glenfort,InActive,four
010f689b-e95c-4a29-944b-18708d15e1e4,Valdez-Gonzalez,205-791-4597x2815,Chavezport,Active,situation
d88e21a5-dd78-4e13-828c-4d8de5f25e3c,Thompson-Le,747.779.1779x052,Wallsside,InActive,key
39324076-145b-46e5-a778-a7440622b7ae,Hunter-Lucero,+1-974-660-5299x1161,Patriciaview,Blacklisted,sit
06deb221-4ca2-4dbc-a046-3d018816b82c,Brown-Perez,862-676-0543,West Gabriel,Active,culture
caba29b0-f426-4e1b-9125-a52baba0108b,Ellis Group,231-974-4742,Woodsberg,Blacklisted,consider
8a29f857-c910-478d-9304-3f574915892c,"Robinson, Stephens and Allen",+1-438-857-5419,Henrychester,Blacklisted,past
16f1971a-b213-4bea-91db-15ff8a5e3b12,"Velasquez, Pearson and Perez",(853)655-2105x26696,New Michealchester,Active,college
9052c5be-d3af-4512-afe8-55897f4765e1,Johnson-Richards,295-412-6319,Johnburgh,InActive,newspaper
c7ebc9d9-0e1d-4503-81ac-7dd49600cf08,Austin LLC,(782)674-1839,Smithchester,Active,raise
16afd2aa-947a-45e8-a94a-e9fa3b78ebe5,Nichols LLC,718-438-6091x8179,Davisfort,Active,car
0f8e1204-4772-41f7-96e5-debdcad5398b,Alvarado-Cannon,6822144562,Brownborough,InActive,participant
f17dbc11-2805-4255-8fea-4ab5d0fdc10b,"Carter, Carpenter and Mitchell",501-920-3712,North Catherine,Active,analysis
3ae1e2e4-c6b2-44dc-9004-dcdffe5a04dd,Torres-Cohen,9875966202,North Robin,Blacklisted,receive
c439fc5a-2be9-4e9b-9097-370b2341fb09,Smith LLC,001-587-737-4812x88123,Anthonyfurt,InActive,support
a62e5d68-2a62-4ce8-85d4-0941564a9ff1,Hart and Sons,581-996-0420,Larryborough,Blacklisted,traditional
b9c4e9af-514c-483e-9a5b-555797bffb70,Gomez Inc,8135437579,Owensbury,Active,pull
15928873-64a8-44c9-86fe-8deb9de5b42b,"Johnson, Crane and Powell",788.803.8459,Patrickport,InActive,term
9a28a27f-a92c-4273-83ae-f1528b1a19c3,Sweeney Inc,323-958-9343x29915,New Robin,Blacklisted,traditional
d8726643-362d-469e-a524-2a8f2e116b85,"Cochran, White and Saunders",001-251-359-9921x533,Simmonsbury,InActive,would
b496d038-c289-48ff-810b-ec455e102eb4,Hughes LLC,448-394-1435x577,Joshuabury,InActive,leader
8baeaf7e-b1f6-4d05-8260-e2f402d11962,Hill PLC,(312)312-3661,Kellyland,InActive,pass
d845b60d-8f3a-4d49-a375-8b751dfe645d,Freeman and Sons,(786)653-2773,Duncanstad,Active,tonight
2c558e46-0049-4579-869e-a84d947e05c8,Jones LLC,940-911-8206x350,East Trevor,InActive,member
c2a3ff4c-4b82-42a2-b8a1-424908f5dd81,"Graham, Riley and Newton",001-312-230-6608x36193,Ashleychester,Active,little
0c04c79f-16f5-4263-b5dd-202bf1163039,Hoffman-Rodriguez,001-603-570-3184x4765,New Robertshire,InActive,lawyer
3ecc46a1-d76a-4242-8dff-3935cca6c7e7,"Pineda, Thompson and Brown",+1-648-502-6993x74357,Cartertown,Active,large
2996ae87-12bb-4adb-9eb7-a3e2d271c222,Jackson Inc,001-867-779-1890x7766,West Michaelview,Active,black
348b1820-7eda-42ba-8d54-2daef508d462,"Jones, Dennis and Kelly",4093898454,North Crystal,Blacklisted,agency
5a984e27-7811-494c-9836-7c0dedb77268,"Thomas, Riley and Martinez",(898)395-2207x05915,West Daniel,Blacklisted,eye
cbfd3571-ef7c-46da-8446-e1590816b14a,"Brown, Thompson and Shaw",+1-535-979-6274x50129,South Sandraberg,Blacklisted,raise
83dee5a4-6dbc-4aa4-bcc7-a064f08f5d77,"Sanchez, Aguilar and Wilson",+1-869-803-7035,North Andreview,InActive,hold
b3fd98b9-acc9-4d2f-9034-13d13f13a7ab,Vang-Howard,722.560.5368x60228,Hillborough,InActive,class
91a02bf3-ce81-459d-ba56-55c39edc0a34,Johnson-Singleton,+1-385-908-4013,East Alexandra,Blacklisted,single
9f1f944c-6f18-4ff5-bf4a-bb5949ef0ee9,Hernandez PLC,+1-570-780-3019x578,Cameronfurt,Active,stand
8af1f221-a41a-4984-8f21-ef461a91b869,Anderson-Barnes,470.636.3798,Lake Kevinmouth,Blacklisted,purpose
ac195edc-d6de-43bb-b2b3-e7c18c0b196d,Cervantes-Gilbert,(487)524-5573x3605,Alvarezstad,Blacklisted,through
6f657e16-f60d-45a5-a2fd-d2d19952061c,Armstrong-Bridges,620-679-9154x9460,Adamborough,Blacklisted,energy
872f9e1f-4a45-496b-b123-a593f572f64b,Hicks-Dyer,001-844-856-5673x05592,East Stevenberg,Blacklisted,camera
d49bf02e-0e57-4a8d-a178-4dc4bb5a6bbe,"Torres, Pearson and Edwards",492.935.8521,Port Julieport,InActive,new
c00d7b06-ee58-4193-beb1-14b7a5860665,Campbell PLC,(667)783-7996x46350,North Kristopher,Active,tell
8ac7244d-c62b-4657-9ea2-aac295b87c39,Clark Ltd,+1-489-666-3432x416,North Yolanda,Blacklisted,look
949e0cf5-5937-4d6e-ae93-b1a67e8b4b1a,"Nichols, Burke and Beltran",3085284786,Port Kaitlyn,Blacklisted,police
86abf58f-4eeb-4e1d-98a7-99b76baa05f6,Lewis-Cooper,001-801-343-5977x911,New Russell,InActive,side
65db6978-f0a4-4602-88be-58895f75eebe,Martin-Carlson,(270)376-0325,Garnermouth,Blacklisted,report
7639717f-ff90-48ae-aae8-c6e87f14faca,"Mason, Ward and Jones",5354046392,South Roy,InActive,chair
2f865941-3a91-49c1-9359-89c9a0059ce1,"Johnson, Thornton and Adams",544-915-9558x418,Port Elizabethton,Blacklisted,system
0b3ef2e7-17da-4027-9f09-1b00785ead65,Simmons-Howard,+1-796-964-0900,Malonehaven,Blacklisted,remain
0b558404-470f-478b-b52d-5dbf8569417b,"Dean, Hayes and Lewis",(296)389-7848x1285,Warrenfort,Blacklisted,edge
11f6d32e-9122-4134-82b8-489c7f9f06ce,Hernandez Inc,+1-578-241-2759x922,East Toddfort,InActive,skin
72ec6669-f340-4eea-bdfb-adbab54dc2e7,"Murray, Davis and Carter",+1-744-338-5338x4601,Wilkersonstad,Blacklisted,stop
02300401-efb9-4ebe-a69e-0b4e20b8c3c3,"Bishop, Johnson and Luna",689.657.1048x074,Brianland,InActive,us
e2267ca5-de82-4e0b-80bb-79408e426cd1,Holt and Sons,(956)663-9397x668,Ashleyland,Blacklisted,return
6a3e4396-aaa6-42ee-8f2b-09d7e1bc3bfd,Jimenez Ltd,434.255.5092,East Stephanie,InActive,include
9bb76fd1-e255-43a2-a495-0389ed7137be,Pearson and Sons,7532620386,Kerrview,Active,news
60d304f5-44c3-4f35-b1ab-78b1a7c8b744,Duffy-Powers,(877)389-7237x77809,New Alan,Active,someone
a42541c5-d193-44d8-8452-e6c21269de8a,Martinez Inc,845-698-6740x68322,Port Christopher,InActive,best
b7e6308b-12a8-4e89-b895-c009530d7f41,"Thomas, Hamilton and Edwards",(690)231-7739x365,Port Francisco,Active,teach
6e260d21-f160-4a6f-baf6-d1732983a1b9,Willis-Stokes,(661)477-6086x6788,Smithberg,Active,but
7e43dc3c-6664-4439-a048-95365836d7d8,"Johnson, Benton and Stevens",7348378610,South Jerryport,Blacklisted,adult
7ee6d9a2-145a-4d2b-9ac2-5f51a61c63b8,"Price, Harmon and Walker",9286553816,Lambertport,InActive,either
8b0b879b-cdd5-4c91-bbca-3e2883c2252c,"Baker, Campbell and Gonzalez",910.489.5461x9860,Gonzalezhaven,Blacklisted,cost
bb2af5be-7ce1-43b6-8fbf-e15e6938782c,Armstrong LLC,(859)800-6255x4910,Wallshaven,InActive,organization
19a72677-e366-4f0f-ac93-a7dd4feb5753,Martinez Inc,+1-792-265-3667x800,Suarezview,Active,somebody
98be60fe-e720-4941-9499-82c3bbb39508,"White, Fuller and Colon",+1-759-918-4719x88188,New Darrell,Active,example
45358188-3431-4c66-9038-b589894c5d40,"Collier, Watson and Allison",+1-472-416-6571,West Christopher,Blacklisted,from
3549933f-ab32-4705-992d-09d44872ea80,Vaughn-Bailey,(575)805-6353,Davidsonbury,Blacklisted,parent
3577de2c-8092-4c4a-9450-f1fed9485017,Rivera PLC,001-359-475-4564x73395,West Sharishire,Active,trial
22de53b2-45d8-4da0-8728-831473e96e17,"Dixon, Johnson and Lopez",402-276-1800,Millerbury,InActive,successful
2584a949-df20-4453-8bdf-5223c451176e,Robinson-Harris,+1-526-799-4613x856,Feliciahaven,Blacklisted,whom
aabb090a-00c0-438d-af4c-7ccdd5d999e7,"Banks, Villa and Watkins",528.504.7790,South Julieberg,InActive,right
bb6b2366-02f0-410b-b414-1818da58b05e,Rogers Ltd,933-776-0665,Port Kyle,Blacklisted,culture
814d40c2-b018-46c6-8ff7-9b838abce98b,"Weaver, Bowers and Smith",001-707-269-1131x85350,Daniellechester,Active,note
616daea1-25e2-4a08-b63d-469305a5cce7,"Allen, Guerrero and Finley",931-661-3786x43935,North Duane,InActive,of
1d5e990c-c7f8-4267-8def-60b3a54e6f65,"Coleman, Friedman and Solis",271.287.5666x585,Mariohaven,InActive,where
e9b5401d-9250-4a86-9a46-837ddfff1e06,"Wright, Ramirez and Miller",923.252.6359x369,Christinahaven,InActive,news
032d0976-32b5-4aab-9141-82a7354912e9,"Wright, Sloan and Fisher",849.649.6775x278,Jessicabury,InActive,while
9b69e76c-6b93-45bc-831d-bc8b5b670932,Wilson Ltd,+1-739-756-1626x84677,Chasebury,Active,decade
f9055e19-dcd8-4b82-b3a9-48e92e43ad84,Ortega Group,643.992.4069x56421,East Mark,Active,discover
ec97b567-22a3-427b-815b-4e3c80c33af9,Brown-Anderson,+1-246-850-3839x1039,New Kevin,InActive,event
39c68794-121a-4c79-9efa-36bd3879e5a5,Taylor Inc,985.596.7810x4131,Tannerberg,Active,health
3dfe2368-85a2-42db-b24c-63a17fd96bbf,Baker-Hughes,(762)516-9497x568,New Kathleen,Active,color
e5a98c41-891f-42aa-a5f2-788d4b08aa34,"Underwood, Hamilton and Garza",+1-986-673-4201x387,West Reneestad,Blacklisted,low
5e257185-1216-4fdd-86c9-6d571c98ac08,Rose Group,376.498.0609x44865,Fergusonmouth,Blacklisted,third
ab87ce30-1ddd-4bbc-9a22-0bea8fdc061b,Norris LLC,+1-495-596-5989x47450,New Bryanfort,Blacklisted,ago
b56b0670-cd63-467b-ab0d-31b4ff55841d,"Williams, Taylor and Reed",001-962-882-7089x4286,Vasquezmouth,Blacklisted,claim
c3036798-a8a9-4481-9329-a18fdbce0db1,Haney-Green,675-994-7484x609,Kimberlymouth,InActive,quite
345579c8-516f-40be-b26c-61d450a40639,Stuart Inc,(229)868-8235x112,Jameschester,InActive,sing
daad0466-91d9-482c-8bd9-265e981ac85f,Carroll-Carlson,+1-605-513-3871,New Stevehaven,InActive,might
a79aa99b-159d-44af-ac07-1af70fc8b52c,Gonzalez-Mathews,+1-998-732-2596x080,Smithburgh,InActive,strong
2cff7768-911a-4064-97b7-8e871170d508,White Ltd,411.742.0130,Sherritown,InActive,hour
654235a4-6425-48b7-9ed0-c6e12547e686,Foster LLC,+1-203-806-8901,Crossfort,Active,push
8430aec5-2ee1-4714-a9b0-b67e8bb459ae,Hampton PLC,883-546-3500x85328,Rodriguezhaven,InActive,look
c8417838-5117-4ca7-a541-19573fdd283a,Werner LLC,(641)525-2793,Harmonland,Blacklisted,laugh
aeb2cda4-a2eb-498c-b6fa-2fedd9e5dbca,"Porter, Phillips and Hoover",5967937033,New Megan,InActive,concern
c0f50168-38b6-4914-8c93-b2c9c0760feb,Mills-Brown,965.876.2164x45443,Jacksonburgh,Active,inside
b046a095-d817-4850-acb8-c2b9dfef9c3b,Camacho and Sons,(553)710-5630x325,Port Christopherfurt,Active,stop
347e9e01-0b26-4e4b-8bf1-95b45d1fce00,Jones-Daniels,+1-539-829-7379x6687,Port Herbert,Blacklisted,and
f5130c3c-0779-46f3-b868-6c8ac396b223,Jones-Gonzalez,+1-647-384-9847x646,Brianmouth,Active,recent
b71a6687-d353-48fb-9944-6dcc13e6393b,"Rojas, Jones and Buck",9276999005,Farleyberg,Blacklisted,call
95b5678e-4b09-4983-9f90-466096c3b2b0,Hayes-Gould,982.823.6224,Careyland,Blacklisted,election
57923729-2772-44ef-8285-93719fb92d21,"Wallace, Allen and Newman",(669)875-2408x8448,South Guy,InActive,moment
9ba9395e-4f87-4e42-a3d5-6a0b98223f7f,Fitzgerald PLC,001-845-228-5275x883,Courtneybury,Active,very
ed81c9a1-e192-41a3-bba2-bfb9b672148b,Roy-Phillips,(928)700-1949x282,South Anthony,Active,early
06c95549-9f51-409f-b791-7b1ac13ed741,Ford LLC,239.897.7966x80574,South James,InActive,section
7e129e5e-b668-4e33-b817-66dc1c30361f,Barnes-Wilson,(616)631-0378,West Kevinberg,InActive,clearly
cf377610-30ac-42fa-aea5-7e5d18c11a6b,Chapman LLC,(237)969-5913x2262,Lake David,Active,course
70bd5492-1108-4126-a91f-7b422d8b70e2,Caldwell-Maldonado,+1-997-799-3680,Floresshire,InActive,nothing
248c6a3e-a1cb-4829-a9e2-edac6a8bfc87,Peters-Frye,(953)570-2589,Faulknertown,Active,analysis
8a0ca381-b7ed-4a10-ab5f-8d9707fc60b6,Kelly Group,001-869-892-8204,Kaylaside,Blacklisted,standard
ed4d2668-4fa7-4c4f-bade-2f12e7e5aae7,Taylor-Hill,+1-456-634-2177x127,Hunterland,Blacklisted,anything
93f75ccb-a876-4db8-8d8b-03f1e3fb6ce9,"Roberson, Hicks and Murillo",+1-223-297-1338x5623,Hunterberg,InActive,go
414c8ae1-bbfa-4d42-9a4c-91545dd8cacd,Miller-Huerta,001-996-656-5959,North Bradleychester,Active,too
d996bd3b-34c3-48a9-bb35-936903cf4001,Harris Ltd,240-534-7000x8452,South Karenview,Blacklisted,until
e79ce920-b8ce-4150-8297-181e13faaca2,Wilson and Sons,482.439.6333,Smithmouth,InActive,design
2e004549-2c5b-4732-9841-7ab830319407,"Oneal, Richard and Arroyo",934-315-6395x0634,Greenbury,InActive,dream
9c2e0723-2db8-405c-884e-6e88fb203462,"Anderson, Marquez and Bennett",232-254-1354x55344,East April,InActive,feeling
7c9b2736-1925-47a8-b13e-88e74780ed25,Owens Inc,616.693.3471x07170,Danielville,Active,tonight
5c62f620-4566-4667-9e74-bb4358fb4485,Thompson-Moore,(855)797-3317x7202,Denisechester,Blacklisted,he
ea992103-c024-4562-bbde-e51347d4f4fc,Ellison Inc,001-412-620-8160x9845,East Brian,Active,life
169faf23-3839-42a9-9f40-2b605140e16a,Wolfe Ltd,+1-720-379-5698x69969,Tarashire,Active,against
e400634a-8eab-4535-8bf4-0591d1a7c6db,"Brown, Reeves and Thompson",292-643-1040,West Jamesside,Active,look
e85c4791-0c02-44f4-9889-88c53cd8f59d,Bruce-Smith,001-661-894-6821x2320,Robinsonville,Blacklisted,piece
4c9d837e-686b-4caf-ac4a-aea421907e7b,Gonzalez-Shaw,693.984.8005,New Angela,Active,raise
e7a71adf-f2c2-46b5-be94-6b662b00cdf9,"Pacheco, Craig and James",437-703-9957,South Tiffany,Blacklisted,measure
d0b9960f-e342-463e-a03a-c1778636ec5e,West and Sons,001-794-368-7186x0585,South Brandonmouth,Blacklisted,get
01d636d8-992f-4488-9f4d-bb742065117b,"Lee, Gonzalez and Mcgrath",001-550-720-2043,Perryside,Active,must
97df562e-4a05-4063-bb0c-3dfe03d363c3,"Myers, Sanchez and Benson",284-804-6450,Andersonmouth,InActive,hour
99ff30a3-629c-4c0b-884c-2164529e57bc,Edwards Inc,+1-829-680-0137x07401,South Alexandraborough,Active,commercial
4941af53-d8cf-4fe9-b42b-e717fd791820,"Gray, Ball and Underwood",001-580-970-7388,New Wesley,InActive,exactly
abb3c331-ce88-47df-bca1-45d9380ffbfc,Mckinney-Herman,001-289-621-5123,Cookmouth,Active,record
9db9dc3c-137e-4a7e-9b36-78e3eaebd71e,"Fitzgerald, Campbell and Wells",(457)675-1440,Stephenland,Active,catch
b9881511-a91b-4890-902d-1d317ed1aa29,Spencer Inc,(278)470-8514,North Stevenshire,Blacklisted,stage
dd4c35db-2758-41b0-a9ac-fec27eda6ddc,Alvarez-Johnson,291.998.3930,East Veronicabury,Active,town
5234427a-7cd6-4b09-9f5b-f587cba89168,"Thompson, Mclaughlin and Fitzgerald",+1-472-639-1854x0056,Douglaschester,Blacklisted,item
0303b260-9b7d-4e9b-8516-37df5198a693,Smith-Willis,5799822747,New Danielle,Active,mean
8b041164-ecdd-46b8-a69a-c05fbb10648e,Dunn Group,+1-301-783-8509x4616,South Tylerview,Blacklisted,collection
4c5ef1e9-baef-4650-bba2-38157e7fca66,Estrada-Villanueva,758.403.3828x24732,South Pamelaton,Blacklisted,game
9689bbb2-3895-4af8-b06e-739bdf0601aa,"Kaufman, May and Johns",001-518-399-4536x8903,Amymouth,Active,join
23c3c85e-731a-48af-bc67-00a026e1c9d0,Cooper LLC,671-838-4676x34048,Johnnyton,Blacklisted,me
44ed467f-8034-4f8a-b825-4af3cd02b9c6,Smith-Webb,(349)729-8141x93175,South Franklinmouth,InActive,page
c7433bd8-0605-4c06-9a87-f291cc0ecfb9,"Espinoza, Gonzalez and Petersen",(820)275-9339x7777,Bautistafort,Active,mission
78f282c6-f498-4b39-baf8-9c2e04a850c3,"Peterson, Roy and Cervantes",967-511-0779x3613,Nicolefort,InActive,sort
163564ea-2951-4d3a-85c5-2da6c88a0451,Espinoza Group,9932169030,Owensside,Active,really
8131db8a-4c6b-4d18-9757-5825b8995d8f,"Walter, Thompson and Miller",987.426.1956,East Matthew,Blacklisted,professor
